client_id,occupation,Income_level,investment_tenure,Recency,monetary,Frequency(annual),total_investment_value,age
1081,FREELANCER,4086229,6,3,5,3,13591593,51
1082,FREELANCER,6108437,6,2,3,1,1324956,36
1083,JOB,3520699,7,5,3,4,1801899,21
1084,FREELANCER,6318837,6,5,3,1,24018308,45
1085,FREELANCER,4519962,6,2,3,3,2137570,69
1086,JOB,6099157,7,2,1,4,11286740,69
1087,RETIRED,10767377,4,4,3,3,25002174,60
1088,FREELANCER,9637614,1,4,3,3,2763559,30
1089,RETIRED,7309095,1,4,4,4,29389346,44
1090,RETIRED,3180402,2,4,3,4,29061677,39
1091,JOB,6657729,2,3,4,3,1853453,64
1092,FREELANCER,11887567,7,5,5,5,18353348,47
1093,FREELANCER,4762027,6,4,4,3,2458581,47
1094,JOB,9401598,9,5,2,1,23493638,61
1095,BUSINESS,4831887,6,1,4,4,10925924,23
1096,FREELANCER,9032388,10,2,6,2,18403980,37
1097,FREELANCER,6251545,2,2,3,2,16551220,36
1098,JOB,4045090,5,2,4,5,11228703,55
1099,FREELANCER,7411429,7,2,4,4,18908157,49
1100,JOB,2123802,9,4,5,4,3545540,45
1101,FREELANCER,14268329,8,4,4,2,13885350,59
1102,JOB,4542395,8,2,2,5,7474514,54
1103,RETIRED,4851163,7,5,5,3,16282762,66
1104,RETIRED,3497188,9,4,5,1,7159699,22
1105,BUSINESS,4193376,2,2,3,5,24049734,19
1106,FREELANCER,4622684,6,3,3,4,7699956,28
1107,FREELANCER,14994836,3,1,3,4,5561670,56
1108,FREELANCER,8763766,8,3,5,5,12102927,21
1109,BUSINESS,13210578,5,5,5,2,29553189,37
1110,FREELANCER,5560690,7,2,1,5,24506617,63
1111,FREELANCER,10507049,6,3,3,2,17363692,33
1112,BUSINESS,9617654,3,2,4,3,29242031,46
1113,BUSINESS,2624325,1,2,3,1,27236962,43
1114,FREELANCER,4665498,7,3,6,1,7667862,29
1115,RETIRED,5816135,7,4,2,3,19072574,31
1116,RETIRED,7735170,9,1,4,1,1795965,49
1117,JOB,13274025,7,3,3,2,18644469,39
1118,RETIRED,9035225,7,2,5,3,25628434,21
1119,BUSINESS,8277063,9,3,1,3,14713824,28
1120,RETIRED,10984523,6,2,3,3,10203004,48
1121,BUSINESS,12155619,2,1,4,5,19983852,26
1122,BUSINESS,14170406,8,5,5,2,18203011,40
1123,FREELANCER,13747092,7,5,2,4,20369086,25
1124,FREELANCER,8634350,6,3,1,4,1241383,51
1125,RETIRED,12090662,3,5,5,3,24467735,35
1126,RETIRED,12031768,6,3,2,5,19310416,18
1127,RETIRED,8824061,8,2,4,4,21789651,21
1128,RETIRED,2004123,5,3,6,4,28277694,45
1129,BUSINESS,12397379,5,3,1,4,1907871,53
1130,RETIRED,1444425,1,2,2,4,23875030,30
1131,RETIRED,11239030,3,4,5,3,20519443,51
1132,JOB,11017984,5,4,1,5,10340713,22
1133,JOB,5018912,6,4,4,3,6651955,61
1134,JOB,7936340,2,2,4,4,10919194,37
1135,FREELANCER,4770754,6,2,3,4,9480640,42
1136,JOB,2191761,1,5,4,1,1346807,35
1137,JOB,2446045,3,5,2,4,1625565,46
1138,FREELANCER,14767498,10,5,4,1,12382717,62
1139,RETIRED,12221399,2,1,2,1,2499079,51
1140,BUSINESS,8694301,9,2,5,4,26933391,18
1141,BUSINESS,13411207,4,4,4,4,25694784,67
1142,FREELANCER,13624409,6,2,1,2,29511438,33
1143,FREELANCER,10517482,2,4,2,3,4255400,65
1144,JOB,6077359,4,2,5,4,22534478,37
1145,FREELANCER,1215835,5,1,4,4,29333909,60
1146,BUSINESS,8117106,9,1,6,4,15278243,23
1147,FREELANCER,13765803,2,2,5,4,28270565,61
1148,RETIRED,9461162,1,5,6,2,13389146,52
1149,JOB,11056894,8,2,2,3,3338920,42
1150,FREELANCER,11990721,9,2,6,5,3166179,29
1151,FREELANCER,6543891,7,5,3,3,22314593,66
1152,BUSINESS,1127468,3,4,1,3,20609123,45
1153,FREELANCER,14961292,9,3,6,5,22478522,61
1154,BUSINESS,3002151,4,4,3,5,694533,52
1155,JOB,5861346,3,4,2,1,24680544,46
1156,FREELANCER,3956839,7,1,2,5,21792110,47
1157,JOB,1017691,10,5,6,3,20595925,43
1158,JOB,2456375,3,2,4,2,9592260,49
1159,BUSINESS,8933131,6,4,5,3,18907386,21
1160,BUSINESS,13534135,5,4,2,1,2723854,67
1161,JOB,6873094,4,4,2,2,15559027,66
1162,FREELANCER,10323518,4,3,5,3,7431696,62
1163,BUSINESS,13397062,3,4,2,4,11568215,42
1164,FREELANCER,7209027,1,3,3,4,22376494,52
1165,JOB,5296145,4,4,3,4,17385229,51
1166,RETIRED,774507,6,4,4,1,5430069,38
1167,RETIRED,14493769,7,3,4,3,21304319,57
1168,RETIRED,11546779,9,2,1,4,24015518,43
1169,JOB,13851654,7,3,4,1,18364297,20
1170,JOB,12601733,2,1,4,1,23427008,20
1171,RETIRED,3750713,7,5,4,1,16486450,61
1172,RETIRED,2398032,1,4,5,4,24652502,55
1173,BUSINESS,2727026,1,4,6,2,6128954,41
1174,BUSINESS,9576131,8,3,3,4,20676512,66
1175,RETIRED,7098559,10,1,5,5,13419283,38
1176,BUSINESS,660546,2,5,4,2,2723823,50
1177,FREELANCER,3246652,7,4,6,4,16582655,19
1178,JOB,1221346,6,1,3,3,14360856,43
1179,FREELANCER,7298286,6,1,3,3,18856671,27
1180,BUSINESS,2363445,6,1,3,1,24054264,62
1181,FREELANCER,11697425,3,4,4,5,15583650,50
1182,BUSINESS,11519896,3,3,5,4,25629190,32
1183,RETIRED,8174351,4,2,5,4,28054062,33
1184,JOB,4133979,6,2,2,3,5208171,24
1185,BUSINESS,3219531,6,5,3,4,5597216,35
1186,BUSINESS,7141060,5,4,3,3,6625418,29
1187,RETIRED,2333018,4,3,4,4,3799830,27
1188,BUSINESS,11695033,7,3,6,2,23356043,59
1189,RETIRED,3092044,4,2,4,1,24757713,24
1190,RETIRED,5693274,10,3,5,4,9169865,23
1191,JOB,5308972,1,1,2,3,7909186,23
1192,BUSINESS,9947953,3,1,3,5,11132701,21
1193,RETIRED,10178924,5,2,4,1,7559620,20
1194,RETIRED,1877779,7,4,4,4,1256052,27
1195,RETIRED,12581281,8,5,2,3,1770540,18
1196,RETIRED,10372068,10,3,5,4,26046825,38
1197,RETIRED,9100014,3,5,5,5,10027076,61
1198,JOB,3774607,2,4,6,5,6038688,32
1199,JOB,8488166,5,2,2,4,29106037,64
1200,RETIRED,11620441,7,4,3,2,27960455,60
1201,RETIRED,6577233,6,5,2,4,26972068,27
1202,JOB,13693014,9,3,4,4,3505733,62
1203,BUSINESS,2418639,8,5,3,3,5389267,20
1204,RETIRED,12917013,7,5,4,2,8977941,61
1205,JOB,4356792,2,4,5,2,11062163,52
1206,JOB,13062833,7,3,4,1,28221319,34
1207,FREELANCER,3398232,1,4,3,1,2052196,64
1208,RETIRED,4087162,5,3,6,5,13517946,63
1209,JOB,11183635,3,5,3,2,28950881,20
1210,BUSINESS,1952641,7,1,2,4,19854236,58
1211,BUSINESS,10564534,2,3,3,4,23001969,18
1212,BUSINESS,7973424,2,3,3,2,24092369,57
1213,JOB,11024578,8,4,3,4,17343710,30
1214,JOB,2965963,9,2,6,3,11300330,46
1215,RETIRED,12273419,7,5,4,5,1828655,65
1216,FREELANCER,9164772,7,2,5,3,24399832,62
1217,RETIRED,14176809,5,2,3,2,14006601,25
1218,FREELANCER,8934016,3,2,2,4,28072939,42
1219,JOB,5012434,7,1,2,3,8273438,32
1220,RETIRED,9371296,4,4,2,4,18068809,50
1221,BUSINESS,14071348,3,4,5,2,25206188,68
1222,BUSINESS,13608528,3,3,3,5,28624225,60
1223,BUSINESS,7886124,1,3,1,2,26765184,44
1224,BUSINESS,7457860,10,2,2,2,28771156,60
1225,FREELANCER,9585755,6,2,3,4,25880140,55
1226,JOB,12994498,8,4,2,3,7448713,20
1227,FREELANCER,5033834,4,5,3,4,12587470,21
1228,FREELANCER,9530920,4,2,5,1,5558015,32
1229,FREELANCER,1539882,9,4,3,1,14541826,38
